	brf_gmo__nrlmf_y_reconstruction	brf_gmo__regressor_to_classifier	brf_gmosa__regressor_to_classifier	brf_gso__nrlmf_y_reconstruction	brf_gso__regressor_to_classifier	brf_lmo__nrlmf_y_reconstruction	brf_lmo__regressor_to_classifier	brf_lso__regressor_to_classifier	brf_sgso__regressor_to_classifier	brf_sgso_us__regressor_to_classifier	bxt_gmo__regressor_to_classifier	bxt_gmosa__regressor_to_classifier	bxt_gso__nrlmf_y_reconstruction	bxt_gso__regressor_to_classifier	bxt_lmo__nrlmf_y_reconstruction	bxt_lmo__regressor_to_classifier	bxt_lso__nrlmf_y_reconstruction	bxt_lso__regressor_to_classifier	bxt_sgso__regressor_to_classifier	bxt_sgso_us__regressor_to_classifier	nrlmf__
bxt_gmo__regressor_to_classifier	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304	0.043633643617021274	0.008916440217391304	0.06044407894736842	0.008916440217391304	0.1606797680412371	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304
bxt_gmosa__regressor_to_classifier	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	1.0	0.008916440217391304	0.008916440217391304
bxt_gso__nrlmf_y_reconstruction	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.043633643617021274	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	0.890389447236181	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304
bxt_gso__regressor_to_classifier	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	1.0	0.008916440217391304	0.008916440217391304
bxt_lmo__nrlmf_y_reconstruction	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.06044407894736842	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	0.6030515625394917	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304
bxt_lmo__regressor_to_classifier	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	1.0	0.008916440217391304	0.008916440217391304
bxt_lso__nrlmf_y_reconstruction	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.1606797680412371	0.008916440217391304	0.890389447236181	0.008916440217391304	0.6030515625394917	0.008916440217391304	1.0	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304
bxt_lso__regressor_to_classifier	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	1.0	0.008916440217391304	0.008916440217391304
bxt_sgso__regressor_to_classifier	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	0.008916440217391304	1.0	1.0	0.008916440217391304	0.008916440217391304
bxt_sgso_us__regressor_to_classifier	0.41015625	0.008916440217391304	0.008916440217391304	0.21033653846153846	0.008916440217391304	0.08589659685863875	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0	0.008916440217391304
nrlmf__	0.008916440217391304	0.008916440217391304	0.890389447236181	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.043633643617021274	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	0.008916440217391304	1.0
